,full_name,cyclist_id,year,strava_url
1562,PASAMONTES Luis,2719,2011,https://www.strava.com/athletes/4937747
1568,PUJOL Óscar,2725,2011,https://www.strava.com/athletes/1885678
1578,ARMSTRONG Lance,2735,2011,https://www.strava.com/athletes/1712082
1586,LLOYD Daniel,2743,2011,https://www.strava.com/athletes/336288
1609,CUESTA Iñigo,2766,2011,https://www.strava.com/athletes/5304435
1630,BRAMBILLA Giorgio,2787,2011,https://www.strava.com/pros/1676111
1638,SINKEWITZ Patrik,2795,2011,https://www.strava.com/athletes/16151707
1753,PORTAL Nicolas,2910,2010,https://www.strava.com/athletes/1622199
1817,CUCINOTTA Claudio,2974,2010,https://www.strava.com/athletes/199627
1995,VAN AMERONGEN Thijs,3152,2009,https://strava.com/athletes/758154
