rider_id,activity_id,activity_option_link,option_type,activity_type
1003912.0,1200682718,https://www.strava.com//activities/1200682718/est-power-distribution,/est-power-distribution,Race
1003912.0,1211572462,https://www.strava.com//activities/1211572462/analysis,/analysis,Race
1003912.0,1211572462,https://www.strava.com//activities/1211572462/heartrate,/heartrate,Race
1003912.0,1211572462,https://www.strava.com//activities/1211572462/power-curve,/power-curve,Race
1003912.0,1211572462,https://www.strava.com//activities/1211572462/zone-distribution,/zone-distribution,Race
1003912.0,1211572462,https://www.strava.com//activities/1211572462/power-distribution,/power-distribution,Race
1003912.0,1221602681,https://www.strava.com//activities/1221602681/analysis,/analysis,Race
1003912.0,1221602681,https://www.strava.com//activities/1221602681/heartrate,/heartrate,Race
1003912.0,1221602681,https://www.strava.com//activities/1221602681/power-curve,/power-curve,Race
1003912.0,1221602681,https://www.strava.com//activities/1221602681/zone-distribution,/zone-distribution,Race
1003912.0,1221602681,https://www.strava.com//activities/1221602681/power-distribution,/power-distribution,Race
1003912.0,139169270,https://www.strava.com//activities/139169270/analysis,/analysis,Race
1003912.0,139169270,https://www.strava.com//activities/139169270/heartrate,/heartrate,Race
1003912.0,139169270,https://www.strava.com//activities/139169270/est-power-curve,/est-power-curve,Race
1003912.0,139169270,https://www.strava.com//activities/139169270/est-power-distribution,/est-power-distribution,Race
1003912.0,1414476007,https://www.strava.com//activities/1414476007/analysis,/analysis,Race
1003912.0,1414476007,https://www.strava.com//activities/1414476007/heartrate,/heartrate,Race
1003912.0,1414476007,https://www.strava.com//activities/1414476007/power-curve,/power-curve,Race
1003912.0,1414476007,https://www.strava.com//activities/1414476007/zone-distribution,/zone-distribution,Race
1003912.0,1414476007,https://www.strava.com//activities/1414476007/power-distribution,/power-distribution,Race
1003912.0,1425155334,https://www.strava.com//activities/1425155334/analysis,/analysis,Race
1003912.0,1425155334,https://www.strava.com//activities/1425155334/heartrate,/heartrate,Race
1003912.0,1425155334,https://www.strava.com//activities/1425155334/power-curve,/power-curve,Race
1003912.0,1425155334,https://www.strava.com//activities/1425155334/zone-distribution,/zone-distribution,Race
1003912.0,1425155334,https://www.strava.com//activities/1425155334/power-distribution,/power-distribution,Race
1003912.0,1434126982,https://www.strava.com//activities/1434126982/analysis,/analysis,Race
1003912.0,1434126982,https://www.strava.com//activities/1434126982/heartrate,/heartrate,Race
1003912.0,1434126982,https://www.strava.com//activities/1434126982/est-power-curve,/est-power-curve,Race
1003912.0,1434126982,https://www.strava.com//activities/1434126982/est-power-distribution,/est-power-distribution,Race
1003912.0,1436129721,https://www.strava.com//activities/1436129721/analysis,/analysis,Race
1003912.0,1436129721,https://www.strava.com//activities/1436129721/heartrate,/heartrate,Race
1003912.0,1436129721,https://www.strava.com//activities/1436129721/est-power-curve,/est-power-curve,Race
1003912.0,1436129721,https://www.strava.com//activities/1436129721/est-power-distribution,/est-power-distribution,Race
1003912.0,1442135002,https://www.strava.com//activities/1442135002/analysis,/analysis,Race
1003912.0,1442135002,https://www.strava.com//activities/1442135002/heartrate,/heartrate,Race
1003912.0,1442135002,https://www.strava.com//activities/1442135002/est-power-curve,/est-power-curve,Race
1003912.0,1442135002,https://www.strava.com//activities/1442135002/est-power-distribution,/est-power-distribution,Race
1003912.0,1443927265,https://www.strava.com//activities/1443927265/analysis,/analysis,Race
1003912.0,1443927265,https://www.strava.com//activities/1443927265/heartrate,/heartrate,Race
1003912.0,1443927265,https://www.strava.com//activities/1443927265/est-power-curve,/est-power-curve,Race
1003912.0,1443927265,https://www.strava.com//activities/1443927265/est-power-distribution,/est-power-distribution,Race
1003912.0,1445557891,https://www.strava.com//activities/1445557891/analysis,/analysis,Race
1003912.0,1445557891,https://www.strava.com//activities/1445557891/heartrate,/heartrate,Race
1003912.0,1445557891,https://www.strava.com//activities/1445557891/est-power-curve,/est-power-curve,Race
1003912.0,1445557891,https://www.strava.com//activities/1445557891/est-power-distribution,/est-power-distribution,Race
1003912.0,1448281797,https://www.strava.com//activities/1448281797/analysis,/analysis,Race
1003912.0,1448281797,https://www.strava.com//activities/1448281797/heartrate,/heartrate,Race
1003912.0,1448281797,https://www.strava.com//activities/1448281797/est-power-curve,/est-power-curve,Race
1003912.0,1448281797,https://www.strava.com//activities/1448281797/est-power-distribution,/est-power-distribution,Race
1003912.0,1471116951,https://www.strava.com//activities/1471116951/analysis,/analysis,Race
1003912.0,1471116951,https://www.strava.com//activities/1471116951/heartrate,/heartrate,Race
1003912.0,1471116951,https://www.strava.com//activities/1471116951/est-power-curve,/est-power-curve,Race
1003912.0,1471116951,https://www.strava.com//activities/1471116951/est-power-distribution,/est-power-distribution,Race
1003912.0,1483834092,https://www.strava.com//activities/1483834092/analysis,/analysis,Race
1003912.0,1483834092,https://www.strava.com//activities/1483834092/heartrate,/heartrate,Race
1003912.0,1483834092,https://www.strava.com//activities/1483834092/est-power-curve,/est-power-curve,Race
1003912.0,1483834092,https://www.strava.com//activities/1483834092/est-power-distribution,/est-power-distribution,Race
1003912.0,1539304971,https://www.strava.com//activities/1539304971/analysis,/analysis,Race
1003912.0,1539304971,https://www.strava.com//activities/1539304971/heartrate,/heartrate,Race
1003912.0,1539304971,https://www.strava.com//activities/1539304971/power-curve,/power-curve,Race
1003912.0,1539304971,https://www.strava.com//activities/1539304971/zone-distribution,/zone-distribution,Race
1003912.0,1539304971,https://www.strava.com//activities/1539304971/power-distribution,/power-distribution,Race
1003912.0,1551643912,https://www.strava.com//activities/1551643912/analysis,/analysis,Race
1003912.0,1551643912,https://www.strava.com//activities/1551643912/heartrate,/heartrate,Race
1003912.0,1551643912,https://www.strava.com//activities/1551643912/power-curve,/power-curve,Race
1003912.0,1551643912,https://www.strava.com//activities/1551643912/zone-distribution,/zone-distribution,Race
1003912.0,1551643912,https://www.strava.com//activities/1551643912/power-distribution,/power-distribution,Race
1003912.0,1567506950,https://www.strava.com//activities/1567506950/analysis,/analysis,Race
1003912.0,1567506950,https://www.strava.com//activities/1567506950/heartrate,/heartrate,Race
1003912.0,1567506950,https://www.strava.com//activities/1567506950/power-curve,/power-curve,Race
1003912.0,1567506950,https://www.strava.com//activities/1567506950/zone-distribution,/zone-distribution,Race
1003912.0,1567506950,https://www.strava.com//activities/1567506950/power-distribution,/power-distribution,Race
1003912.0,1593417587,https://www.strava.com//activities/1593417587/analysis,/analysis,Race
1003912.0,1593417587,https://www.strava.com//activities/1593417587/heartrate,/heartrate,Race
1003912.0,1593417587,https://www.strava.com//activities/1593417587/power-curve,/power-curve,Race
1003912.0,1593417587,https://www.strava.com//activities/1593417587/zone-distribution,/zone-distribution,Race
1003912.0,1593417587,https://www.strava.com//activities/1593417587/power-distribution,/power-distribution,Race
1003912.0,1595415793,https://www.strava.com//activities/1595415793/analysis,/analysis,Race
1003912.0,1595415793,https://www.strava.com//activities/1595415793/heartrate,/heartrate,Race
1003912.0,1595415793,https://www.strava.com//activities/1595415793/power-curve,/power-curve,Race
1003912.0,1595415793,https://www.strava.com//activities/1595415793/zone-distribution,/zone-distribution,Race
1003912.0,1595415793,https://www.strava.com//activities/1595415793/power-distribution,/power-distribution,Race
1003912.0,1597366034,https://www.strava.com//activities/1597366034/analysis,/analysis,Race
1003912.0,1597366034,https://www.strava.com//activities/1597366034/heartrate,/heartrate,Race
1003912.0,1597366034,https://www.strava.com//activities/1597366034/power-curve,/power-curve,Race
1003912.0,1597366034,https://www.strava.com//activities/1597366034/zone-distribution,/zone-distribution,Race
1003912.0,1597366034,https://www.strava.com//activities/1597366034/power-distribution,/power-distribution,Race
1003912.0,1597899962,https://www.strava.com//activities/1597899962/analysis,/analysis,Race
1003912.0,1597899962,https://www.strava.com//activities/1597899962/power-curve,/power-curve,Race
1003912.0,1597899962,https://www.strava.com//activities/1597899962/zone-distribution,/zone-distribution,Race
1003912.0,1597899962,https://www.strava.com//activities/1597899962/power-distribution,/power-distribution,Race
1003912.0,1625793752,https://www.strava.com//activities/1625793752/analysis,/analysis,Race
1003912.0,1625793752,https://www.strava.com//activities/1625793752/heartrate,/heartrate,Race
1003912.0,1625793752,https://www.strava.com//activities/1625793752/est-power-curve,/est-power-curve,Race
1003912.0,1625793752,https://www.strava.com//activities/1625793752/est-power-distribution,/est-power-distribution,Race
1003912.0,1659731828,https://www.strava.com//activities/1659731828/analysis,/analysis,Race
1003912.0,1659731828,https://www.strava.com//activities/1659731828/heartrate,/heartrate,Race
1003912.0,1659731828,https://www.strava.com//activities/1659731828/power-curve,/power-curve,Race
1003912.0,1659731828,https://www.strava.com//activities/1659731828/zone-distribution,/zone-distribution,Race
1003912.0,1659731828,https://www.strava.com//activities/1659731828/power-distribution,/power-distribution,Race
1003912.0,1718536443,https://www.strava.com//activities/1718536443/analysis,/analysis,Race
1003912.0,1718536443,https://www.strava.com//activities/1718536443/heartrate,/heartrate,Race
1003912.0,1718536443,https://www.strava.com//activities/1718536443/power-curve,/power-curve,Race
1003912.0,1718536443,https://www.strava.com//activities/1718536443/zone-distribution,/zone-distribution,Race
1003912.0,1718536443,https://www.strava.com//activities/1718536443/power-distribution,/power-distribution,Race
1003912.0,1734216909,https://www.strava.com//activities/1734216909/analysis,/analysis,Race
1003912.0,1734216909,https://www.strava.com//activities/1734216909/heartrate,/heartrate,Race
1003912.0,1734216909,https://www.strava.com//activities/1734216909/power-curve,/power-curve,Race
1003912.0,1734216909,https://www.strava.com//activities/1734216909/zone-distribution,/zone-distribution,Race
1003912.0,1734216909,https://www.strava.com//activities/1734216909/power-distribution,/power-distribution,Race
1003912.0,1736058930,https://www.strava.com//activities/1736058930/analysis,/analysis,Race
1003912.0,1736058930,https://www.strava.com//activities/1736058930/heartrate,/heartrate,Race
1003912.0,1736058930,https://www.strava.com//activities/1736058930/power-curve,/power-curve,Race
1003912.0,1736058930,https://www.strava.com//activities/1736058930/zone-distribution,/zone-distribution,Race
1003912.0,1736058930,https://www.strava.com//activities/1736058930/power-distribution,/power-distribution,Race
1003912.0,1780914204,https://www.strava.com//activities/1780914204/analysis,/analysis,Race
1003912.0,1780914204,https://www.strava.com//activities/1780914204/heartrate,/heartrate,Race
1003912.0,1780914204,https://www.strava.com//activities/1780914204/power-curve,/power-curve,Race
1003912.0,1780914204,https://www.strava.com//activities/1780914204/zone-distribution,/zone-distribution,Race
1003912.0,1780914204,https://www.strava.com//activities/1780914204/power-distribution,/power-distribution,Race
1003912.0,1783312409,https://www.strava.com//activities/1783312409/analysis,/analysis,Race
1003912.0,1783312409,https://www.strava.com//activities/1783312409/heartrate,/heartrate,Race
1003912.0,1783312409,https://www.strava.com//activities/1783312409/power-curve,/power-curve,Race
1003912.0,1783312409,https://www.strava.com//activities/1783312409/zone-distribution,/zone-distribution,Race
1003912.0,1783312409,https://www.strava.com//activities/1783312409/power-distribution,/power-distribution,Race
1003912.0,1797168292,https://www.strava.com//activities/1797168292/analysis,/analysis,Race
1003912.0,1797168292,https://www.strava.com//activities/1797168292/heartrate,/heartrate,Race
1003912.0,1797168292,https://www.strava.com//activities/1797168292/power-curve,/power-curve,Race
1003912.0,1797168292,https://www.strava.com//activities/1797168292/zone-distribution,/zone-distribution,Race
1003912.0,1797168292,https://www.strava.com//activities/1797168292/power-distribution,/power-distribution,Race
1003912.0,1800160684,https://www.strava.com//activities/1800160684/analysis,/analysis,Race
1003912.0,1800160684,https://www.strava.com//activities/1800160684/heartrate,/heartrate,Race
1003912.0,1800160684,https://www.strava.com//activities/1800160684/power-curve,/power-curve,Race
1003912.0,1800160684,https://www.strava.com//activities/1800160684/zone-distribution,/zone-distribution,Race
1003912.0,1800160684,https://www.strava.com//activities/1800160684/power-distribution,/power-distribution,Race
1003912.0,1816099110,https://www.strava.com//activities/1816099110/analysis,/analysis,Race
1003912.0,1816099110,https://www.strava.com//activities/1816099110/est-power-curve,/est-power-curve,Race
1003912.0,1816099110,https://www.strava.com//activities/1816099110/est-power-distribution,/est-power-distribution,Race
1003912.0,1818212500,https://www.strava.com//activities/1818212500/analysis,/analysis,Race
1003912.0,1818212500,https://www.strava.com//activities/1818212500/est-power-curve,/est-power-curve,Race
1003912.0,1818212500,https://www.strava.com//activities/1818212500/est-power-distribution,/est-power-distribution,Race
1003912.0,1820497961,https://www.strava.com//activities/1820497961/analysis,/analysis,Race
1003912.0,1820497961,https://www.strava.com//activities/1820497961/est-power-curve,/est-power-curve,Race
1003912.0,1820497961,https://www.strava.com//activities/1820497961/est-power-distribution,/est-power-distribution,Race
1003912.0,1835968488,https://www.strava.com//activities/1835968488/analysis,/analysis,Race
1003912.0,1835968488,https://www.strava.com//activities/1835968488/heartrate,/heartrate,Race
1003912.0,1835968488,https://www.strava.com//activities/1835968488/power-curve,/power-curve,Race
1003912.0,1835968488,https://www.strava.com//activities/1835968488/zone-distribution,/zone-distribution,Race
1003912.0,1835968488,https://www.strava.com//activities/1835968488/power-distribution,/power-distribution,Race
1003912.0,1838082482,https://www.strava.com//activities/1838082482/analysis,/analysis,Race
1003912.0,1838082482,https://www.strava.com//activities/1838082482/heartrate,/heartrate,Race
1003912.0,1838082482,https://www.strava.com//activities/1838082482/power-curve,/power-curve,Race
1003912.0,1838082482,https://www.strava.com//activities/1838082482/zone-distribution,/zone-distribution,Race
1003912.0,1838082482,https://www.strava.com//activities/1838082482/power-distribution,/power-distribution,Race
1003912.0,1840186976,https://www.strava.com//activities/1840186976/analysis,/analysis,Race
1003912.0,1840186976,https://www.strava.com//activities/1840186976/heartrate,/heartrate,Race
1003912.0,1840186976,https://www.strava.com//activities/1840186976/power-curve,/power-curve,Race
1003912.0,1840186976,https://www.strava.com//activities/1840186976/zone-distribution,/zone-distribution,Race
1003912.0,1840186976,https://www.strava.com//activities/1840186976/power-distribution,/power-distribution,Race
