rider_id,time_interval_link
1577875.0,https://www.strava.com/athletes/1577875#graph_date_range?chart_type=miles&interval_type=week&interval=202001&year_offset=2
1577875.0,https://www.strava.com/athletes/1577875#graph_date_range?chart_type=miles&interval_type=week&interval=201901&year_offset=3
1577875.0,https://www.strava.com/athletes/1577875#graph_date_range?chart_type=miles&interval_type=week&interval=201801&year_offset=4
1577875.0,https://www.strava.com/athletes/1577875#graph_date_range?chart_type=miles&interval_type=week&interval=201701&year_offset=5
1577875.0,https://www.strava.com/athletes/1577875#graph_date_range?chart_type=miles&interval_type=week&interval=201601&year_offset=6
1577875.0,https://www.strava.com/athletes/1577875#graph_date_range?chart_type=miles&interval_type=week&interval=201501&year_offset=7
1577875.0,https://www.strava.com/athletes/1577875#graph_date_range?chart_type=miles&interval_type=week&interval=201401&year_offset=8
1577875.0,https://www.strava.com/athletes/1577875#graph_date_range?chart_type=miles&interval_type=week&interval=201301&year_offset=9
1703812.0,https://www.strava.com/pros/1703812#graph_date_range?chart_type=miles&interval_type=week&interval=202101&year_offset=1
1703812.0,https://www.strava.com/pros/1703812#graph_date_range?chart_type=miles&interval_type=week&interval=202001&year_offset=2
1703812.0,https://www.strava.com/pros/1703812#graph_date_range?chart_type=miles&interval_type=week&interval=201901&year_offset=3
1703812.0,https://www.strava.com/pros/1703812#graph_date_range?chart_type=miles&interval_type=week&interval=201801&year_offset=4
1703812.0,https://www.strava.com/pros/1703812#graph_date_range?chart_type=miles&interval_type=week&interval=201701&year_offset=5
1703812.0,https://www.strava.com/pros/1703812#graph_date_range?chart_type=miles&interval_type=week&interval=201601&year_offset=6
1703812.0,https://www.strava.com/pros/1703812#graph_date_range?chart_type=miles&interval_type=week&interval=201501&year_offset=7
1703812.0,https://www.strava.com/pros/1703812#graph_date_range?chart_type=miles&interval_type=week&interval=201401&year_offset=8
1703812.0,https://www.strava.com/pros/1703812#graph_date_range?chart_type=miles&interval_type=week&interval=201301&year_offset=9
1714205.0,https://www.strava.com/pros/1714205#graph_date_range?chart_type=miles&interval_type=week&interval=202101&year_offset=1
1714205.0,https://www.strava.com/pros/1714205#graph_date_range?chart_type=miles&interval_type=week&interval=202001&year_offset=2
1714205.0,https://www.strava.com/pros/1714205#graph_date_range?chart_type=miles&interval_type=week&interval=201901&year_offset=3
1714205.0,https://www.strava.com/pros/1714205#graph_date_range?chart_type=miles&interval_type=week&interval=201801&year_offset=4
1714205.0,https://www.strava.com/pros/1714205#graph_date_range?chart_type=miles&interval_type=week&interval=201701&year_offset=5
1714205.0,https://www.strava.com/pros/1714205#graph_date_range?chart_type=miles&interval_type=week&interval=201601&year_offset=6
1714205.0,https://www.strava.com/pros/1714205#graph_date_range?chart_type=miles&interval_type=week&interval=201501&year_offset=7
1714205.0,https://www.strava.com/pros/1714205#graph_date_range?chart_type=miles&interval_type=week&interval=201401&year_offset=8
174573.0,https://www.strava.com/pros/174573#graph_date_range?chart_type=miles&interval_type=week&interval=202101&year_offset=1
174573.0,https://www.strava.com/pros/174573#graph_date_range?chart_type=miles&interval_type=week&interval=202001&year_offset=2
174573.0,https://www.strava.com/pros/174573#graph_date_range?chart_type=miles&interval_type=week&interval=201901&year_offset=3
174573.0,https://www.strava.com/pros/174573#graph_date_range?chart_type=miles&interval_type=week&interval=201801&year_offset=4
174573.0,https://www.strava.com/pros/174573#graph_date_range?chart_type=miles&interval_type=week&interval=201701&year_offset=5
174573.0,https://www.strava.com/pros/174573#graph_date_range?chart_type=miles&interval_type=week&interval=201601&year_offset=6
174573.0,https://www.strava.com/pros/174573#graph_date_range?chart_type=miles&interval_type=week&interval=201501&year_offset=7
174573.0,https://www.strava.com/pros/174573#graph_date_range?chart_type=miles&interval_type=week&interval=201401&year_offset=8
174573.0,https://www.strava.com/pros/174573#graph_date_range?chart_type=miles&interval_type=week&interval=201301&year_offset=9
174573.0,https://www.strava.com/pros/174573#graph_date_range?chart_type=miles&interval_type=week&interval=201201&year_offset=10
174573.0,https://www.strava.com/pros/174573#graph_date_range?chart_type=miles&interval_type=week&interval=201101&year_offset=11
18311935.0,https://www.strava.com/pros/18311935#graph_date_range?chart_type=miles&interval_type=week&interval=202101&year_offset=1
18311935.0,https://www.strava.com/pros/18311935#graph_date_range?chart_type=miles&interval_type=week&interval=202001&year_offset=2
18311935.0,https://www.strava.com/pros/18311935#graph_date_range?chart_type=miles&interval_type=week&interval=201901&year_offset=3
18311935.0,https://www.strava.com/pros/18311935#graph_date_range?chart_type=miles&interval_type=week&interval=201801&year_offset=4
18311935.0,https://www.strava.com/pros/18311935#graph_date_range?chart_type=miles&interval_type=week&interval=201701&year_offset=5
19150197.0,https://www.strava.com/pros/19150197#graph_date_range?chart_type=miles&interval_type=week&interval=202051&year_offset=1
19150197.0,https://www.strava.com/pros/19150197#graph_date_range?chart_type=miles&interval_type=week&interval=201951&year_offset=2
19150197.0,https://www.strava.com/pros/19150197#graph_date_range?chart_type=miles&interval_type=week&interval=201851&year_offset=3
19150197.0,https://www.strava.com/pros/19150197#graph_date_range?chart_type=miles&interval_type=week&interval=201751&year_offset=4
2006007.0,https://www.strava.com/athletes/2006007#graph_date_range?chart_type=miles&interval_type=week&interval=202101&year_offset=1
2006007.0,https://www.strava.com/athletes/2006007#graph_date_range?chart_type=miles&interval_type=week&interval=202001&year_offset=2
2006007.0,https://www.strava.com/athletes/2006007#graph_date_range?chart_type=miles&interval_type=week&interval=201901&year_offset=3
2006007.0,https://www.strava.com/athletes/2006007#graph_date_range?chart_type=miles&interval_type=week&interval=201801&year_offset=4
